,text,label
24811,Крепкое рукопожатие нацлидера творит чудеса Жаль что он после него спрятался   ,0
24812,Это чтобы людям которые сами решили изолироваться на карантин  не скучно было  Так сидишь дома  работаешь дома  киношку тоже смотришь дома  Так как кинотеатры и тц тоже закрываются из за этого дурацкого вируса ,1
24813,А журналюги с госканалов даже не смогли фамилию правильно произнести  сообщая о трагедии  По одному каналу назвали Брайнтом  а на другом Брайтоном,0
24814,Что там с ситуацией по коронАвирусу  Хм,0
24815,Вот РФ и выперли с рынка ,0
24816,Я один думал  что Кашпировский уже все  умер  А нет  он теперь переключился с бумеров на зумеров  И кто все это смотрел ,1
24817,Горожане на карантине в региона  в московкой области  а кто не смог по паркам прячется  В воздухе витает запах шашлыка  алкоголя и скорой смерти   ,0
24818,Люди делятся на два типа ,1
24819,И что изменится из за санкций  А ничего  Вся их агрессивная политика не даёт никаких результатов  а только показывает их истинные намерения на счёт Венесуэлы и попытках вторжения в неё ,1
24820,Дорогие дамы  хочется присоединиться к поздравлениям от мужчин и пожелать всего наилучшего  С Праздником вас  Мы вас очень любим и уважаем  Спасибо вам за все  вы у нас лучшие  ,1
24821,Ну а что  красивые имена ,0
24822,Отказались потому что голосовать надо было единым списком  Комплексный обед ,0
24823, ВСЁ     Приплыли   https   youtu be  ZQa O JIgE,0
24824,Да смысл убеждать  Человек если с головой на плечах  сам все понимает  Не хочет верить и слушать  Скатертью дорога  на кладбище места много ,1
24825,Петиции если что юридической силы не имеют  от слова совсем,1
24826,Дважды придурки  Весь мир старается запереться дома  эти ушлепки бабло платят  чтобы на пятую точку приключения найти  так еще и сваливают с карантина ,1
24827,Мыть кстати нужно не только куриные  и чем чаще тем лучше ,0
24828,По идее  чтобы распознать фейк много ума не надо  Если везде пишут  что у нас допустим      зараженных  а где то резко появляется новость про       тысяч  ссылаясь на скрытый источник  то тут все понятно  Многие группы этим не брезгают  к сожалению,1
24829,Если душа танцует  почему нет ,1
24830,Это вполне логичные меры  У нас народ на кладбища  в основном  ездят на общественном транспорте ,1
24831,Порой животные лучше людей ,0
24832,Вы что там курите  журналисты    Вы даже блогера Навального переплюнули  Тот считает  что надо всем по двадцатке раздавать  популист продажный   ,1
24833,Работа такая теперь у него,0
24834,Уже все вас призывают остаться дома   ну  так останьтесь  что трудно что ли,1
24835,я вас бл дей три года собирал                ,0
24836,Ну так хватает умников заболевших  которые не лечатся  а шастают по городу  Закрывать подобных персонажей на карантин да и всё ,1
24837,Адмирал  У них флот то побольше будет ,0
24838,Своей экономики нет так за чужую хоть по переживать  ,0
24839,Уже целое поколение вымерло ожидая просвета в стране    путин конец пришёл твоим сказкам ,0
24840,Здорово  так сразу надо было  Аж до   января  супер,1
24841,Правильные решение  Очень радует  что страна оперативные и своевременные меры предпринимает,1
24842,Может после этого случая безмозглая тупорылая молодёжь поймёт  что бессмертных не существует и дожить до пенсии нужно ещё умудриться        ,0
24843,ой я мечтаю чтобы нас перевели   но не переводят увы,1
24844, вернулась пиндосам обраточка  бох не антошка  видит немношка   Иван налогоплательщик,0
24845,Великие дядьки вы чот хотели   Ах ну да чтоб я что то купил   Так вот я вас купил и прокупил я не хотел оно само   ,0
24846,где полные данные за сутки ,0
24847,Это очень здорово  ведь мед персонал столько сил прикладывает  чтобы пациенты выздоравливали поскорее ,1
24848,как мило Молодцы какие,1
24849,Ну  если её хозяин заражён  она может быть опасной как любой предмет  который заражённый человек трогал  Но  наверное  кто то в перчатках  маске и т п  выгуливать её бы мог ,0
24850,Это конечно жесть  Все что сейчас происходит в мире похоже на настоящий апокалипсис  Жертв ковида    исчисляются тысячами в Европе ,1
24851,Все на высшем уровне  масок нет  Антисептика нет  А сейчас сталкнулся термометр не могу купить ,0
24852,Так же Польша и США не раз были замечены переписать историю Второй МИровой войны  Они даже в своих учебниках специально преуменьшают роль СССР и вклад советского народа в победу над фашистами,1
24853,В таком случае весь мир экспериментирует,1
24854,Власть действует по принципу меньше народу больше кислороду ,0
24855,только они и спасутся  поздравляю,0
24856,Аванс получка вот вся очередь,0
24857,А остальным кроме штрафов ничего    ,0
24858,Дождь снова не написал про количество вылечившихся  У вас запрет от верхушки что ли ,1
24859,ктото явно врезаться хотел   ,0
24860,Даже   летние дети не повелись бы на такой развод   ,1
24861,  ооо  это так мило,0
24862,Ну вот  спасибо китайцам  Они не только у себя эту заразу победили  но и помогают другим в борьбе с ней ,1
24863,А Путин  сделал вид  что не услышал   ,0
24864,Особенно классно  что открыли курсы  Действительно можно не просто дома пролежать  а умственно прокачаться  крутая тема  особенно в современном мире,1
24865,На кого  холоп  замахнулся ,0
24866,Как хочется чтобы именно мвф после этой депрессиии закрылся на   хй     Скорей бы уже     ,0
24867,Политика Черногории понятна  прогиб перед НАТО засчитан    Ведь ничего не мешало пустить российские самолеты раньше  чтобы россияне вернулись домой ,1
24868,Теперь каждый западный агент и просто неадекват будет эпидемией пользоваться в своих интересах  Речь не только про универы и конкретных людей  причем  Facebook  который давно отличался слежкой за пользователями  теперь под этим соусом усиленно личную инфу граждан выуживает  Вот вам и  демократические права   которые он на словах декларирует ,1
24869,поправками застолбить цены на нефть в основном законе,0
24870,растолкаю всех локтями за место под солнцем на евревидении,0
24871,Слишком рано выйти из режима карантина   это еще хуже  чем слишком поздно в него войти  Зараженных то больше  Кроме Китая нигде нет устойчивой положительной динамики пока ,1
24872,Жириновский лет    назад так же в Йошкар Оле деньгами кидался      Денег нет но вы держитесь     ,0
24873,Пандемия наносит урон экономике по всему миру практически  Сейчас на первом месте не допустить эпидемию в России ,1
24874,После недели каникул посмотрим  какая статистика у вируса будет  Если все реально дома дома посидят в самоизоляции эпидемия должна отступить ,1
24875,   Путин  поступила информация  что не товарищ воробьёв относится к стороне  которая оказалась неугодной для Государства  в связи с этим хочу дополнить   Так как все строительные  организации   это стратегический  объект жизнедеятельности и строительства страны   то надо рассмотреть вопрос по экспроприации  в пользу Государства всех цементных  заводов Москвы и МО     ссССсс,0
24876,Маловато  учитывая что Китай под боком  занижают ,0
24877,Ну  наконец то отличная новость  А то всё Трамп  да Трамп  ,0
24878,Мда   трагедия такая просто жесть,1
24879,Да это только в москве  У нас в Кузбассе будет естаственный отбор  ,0
24880,Что то слишком много в России тюрем  ,0
24881,Так снизятся или уже снизились  Уточните ,0
24882,Ходят слухи шо Сколково работает в модернизации экономики России   где экономика   Также в сфере космоса   Где космос   В биомедицинских технологиях   Где медицина   Продолжать нет смысла         ,0
24883,На первое время правительству хватит  Хватило бы нам   ,0
24884,Хочется пожелать всем крепкого здоровья  берегите себя и своих близких  Только так  сидя дома  меньше контактируя с людьми  мы сможем избежать итальянского сценария,1
24885,А может он сделает благое дело и уберет своих солдат из Ливии и Сирии  Чтобы там не распространять вирус  перевозя боевиков  Не дело в одном месте чудить  а в другом жо  у подтирать,1
24886,главное не поддаваться неуместной панике  заболевших на фоне населения копейки  Может стать  конечно  больше  если не соблюдать рекомендации врачей по профилактике и каранитин  А вот паника порождает иррационльные действия  Спокойно  по взрослому отнеситесь к проблеме,1
24887,Врёт  хочет соскочить с изнасилования и убийства ,0
24888,Что за чушь  Америка совершает собственные ошибки  а у нас идет сдерживание болезни всеми силами  только вот народ не сознательный  им надо дома сидеть  а они по улицам шастают  нехорошо это  ой нехорошо ,1
24889,С налогами и поборами зато быстро определяются   Йёдросия мать её    ,0
24890,Видимо мало там было русофобства  потому и забраковали  У них же сейчас одно на уме  как бы в очередной раз навешать на Россию ярлыков  агрессора  ,1
24891,город хоть вздохнет спокойной,1
24892,И отсылать в фсб,0
24893,Теперь можно санкции вводить,0
24894,Если люди не станут в крайности впадать и доводить до криминала  все будет хорошо  Но зная наш народ  многодетные папаши уже через неделю будут караулить в арках прохожих и пытаться отжать у них кошелек ,1
24895,Где же закон  глаголющий о неприкосновенности детей  Это же надо так повести представителям по отношению к детям  что вся картина выглядит так  как будто поросят на убой тащат  Психика детская попрана ,0
24896,В этом году и Навруз у тюркоязычных стран как у Турции  Азербайджана  прошел на фоне ограничений  а там принято следовать традициям   несмотря ни на что,1
24897,Не кури  не бухай  занимайся спортом и девки из под тебя еле выползать будут   Вот и весь рецепт,0
24898,Я если иду  то в резиновых перчатках  расператоре и со своей сумкой ,0
24899,А какая разница  Можно подумать  что насильников что то останавливает вне карантина  Все эти меры необходимы  чтобы не допустить последствий  как вЕС и штатах  ,1
24900,ватники щас хайпятся на провалах Рогозина росскусмуса и т д  Один вам вопрос ватники  вам зачем эти ракеты  если вы даже путина своего слугу народа  на место поставить не можете  живете за счет бюджета мамы и папы  ,0
24901,Народ  не ругайтесь на всех сотрудников полиции и прочих органов власти  есть много хороших ребят  не судите по частным случаям ,1
24902,ПОБЕДА БУДЕТ ЗА НАМИ    ,0
24903,Как неловко то стало  Забирайте самолеты с нашей помощью для Нью Йорка  Не прокатило,0
24904,Уже вроде и вылившиеся есть,1
24905,Специально для таких граждан и ввели серьезные штрафы  Раз сами врачей слушать не хотят  выходя из дома и подвергая остальных людей опасности   объяснят по другому  да так  что они все поймут моментально  ,1
24906,Пусть с себя начнут и Путина  У всех карантин  а мальчишек по призыву в армию гонят ,0
24907,Счета арестуют  деньжата спишут,0
24908,Тестов проводится всё больше  поэтому цифры и растут по ходу  Сейчас главное дома отсидеться  пока пик не будет пройден ,1
24909,Ребята  вы о чём  Вас лично кто то тащит давиться в метро    дегенератов хватает всюду ,0
24910,А у него выхода другого не было ,0
24911,Супер технологии  а защитить детей не могут ,0
24912,Карантин ввела ВОЗ  С какой стати наша страна обязана этой позорной вонючей сомнительной организации подчиняться ,0
24913,Киев как обычно нехотя пошел на обмен  выглядит все очень лицемерно ,1
24914,А мне нравится  чо все звезды подключились к тому  чтобы давать концерты онлайн  тем самым развлекать людей  лишь бы он дома сидели ,1
24915,Что бы у него не было  неважны версии  Почему люди не могут соблюдать простых рекомендаций  Парк закрыли  ребенку будет понятно  что туда нельзя  А взрослому мужику походу не ясно  Деградация общества в таких  как он ,1
24916,Ну уже досмотреть  чтоб сложилась полная картина происходящего,1
24917,Ох уж эти русские хакеры ,0
24918,Стоп  А с каких пор черепаха к земноводным  относится  ,0
24919,Печально Опять из за политики погибли люди США всеми силами сейчас хочет санкции Ирану новые и войска вернуть туда После такого объединения народа иранского против штатов после убийства генерала,0
24920,Поехали в Антарктиду там вирусов нет никаких ,0
24921,Про  G прям в точку  Вчера беседовал с одним пациентом дурки  который свято верил в это миф ,1
24922,Вообще  всех этих убийц и насильников надо сразу казнить  То и дело в новостях видишь  что кто то совершил преступление  кто ранее по этому же делу отсидел,0
24923,Все правильно  давно надо было,1
24924,Кажись сейчас сделают вакцинку на итальянцах,1
24925,Те кто за обнуление  ,0
24926,поколение войны уходит очень мало людей осталось в живых в Европе не было такого воспитания после войны как в СССР теперь они хотят вернуть мнимую Славу и обесчестить подвиг советских солдат это очень низко и подло   лицемеры гадкие,0
24927,Людям  которые трудятся на малых и средних предприятиях  помощь точно не помешает  Нормально и в срок зарплату будут получать ,1
24928,Так преступники не дремлют  Сейчас с наступлением коронавируса мошенники активизировались  И если полиция и суды хоть на день приостановят работу  то они потом просто погрязнут в делах  а потерпевшие устанут ждать справедливости ,1
24929,Рты закройте если бы не эта компания сейчас бы наркота на каждом углу была и террористов было в разы больше сейчас вон америкосы их добить так и не могут все ещё       ,0
24930,Добро всегда воздается и возвращается ,1
24931,Какие   года  Уже почти   лет,0
24932,Мне даже на дачу не самоизолироваться туда маму старенькую эвакуировала   ,0
24933,И от цветов не отказалась бы  ,0
24934,Опять для янков двойные стандарты  Неужели они на столько мраз    что не могут забить на санкции  когда весь мир борется с общей проблемой  Что то им не мешает получать от нас ИВЛ  производство которое под их же санкциями,1
24935,Лучше уж дома проводить так весело и с пользой время  чем шататься в разгар пандемии по улицам ,1
24936,не сомневалась в наших доблестных ученых,1
24937,Правительство так решило потому  что продажи упали и экономически нецелесообразно выпускать его дальше  У нас экономическую деятельность по сути заморозили до мая месяца  но может и раньше включат  если ситуация наладится быстрее  чем предполагается,1
24938,А мне не нравится совершенно как она поёт ,0
24939,Йенса Столтенберга от этой фотографии аж трисёт ,0
24940,То есть в тюрьмах таки ситуация в Штатах аховая  как и пишут  И при этом они не выдают нам наших соотечественников  Хотя неудивительно  что такое произошло   ни нормального обеспечения заключенных необходимым  ни желания им помочь у Трампа нет ,1
24941,Житомир  Это там где Жмеринка  Так там же земля обетованная,0
24942,Да какое вам дело до рпц  у них есть свои последователи,1
24943,Потому что выбора не было,1
24944,Крутой дядька  спасибо за хорошее настроение ,1
24945,Я и так всегда мою,0
24946,Боевые действия априори не нужны   и террористы опомнитесь   опомнитесь пока не поздно вот вам мой совет,0
24947,Вот эти  мужики  не угрожают Тиллю Линдеманну  прекрасно понимая  что ничего против него не могут  Они также не угрожали иностранным фанатам во время чемпионата мира  хотя травили русских девчонок за общение с ними  Это  мужское государство  может угрожать лишь беззащитным девушкам  Настоящие  мужчины   ,0
24948,Да ну  в Ухани    дней всего потратили  Хотя если Индия не возьмут себя в мытые руки  ,1
24949,Был бы Люк со сном   было бы легче  ,0
24950,Ну  оскорблять женщину это тупо в любом случае  Не согласен  стоит просто проголосовать  больше криков поднимают ,1
24951,в рот брала в европе ясно ,0
24952,Если получил пропуск   значит не заболеешь   Где логика  ,0
24953,До Луны только США и может добраться нормально  В скором будущем надеюсь  Так что какие вопросы    России точно нефиг возмущаться  в России и так дороги как на Луне    еще и туда русский мир завозить  не надо  спасибо,0
24954,   ну вы серьезно Нам телефон выдавали по воскресеньям чисто  и то  если никто не накосячил  а тупых у меня в роте было много  Лучше бы антисептика ему туда послал с приветом  а не это все,1
24955,Самое поганое  что всякие выскочки  возомнившие себя врачами  плодят по нескольку фейков за день  с якобы достоверной статистикой и считают себя чуть ли не героями  сравнивая себя с врачами из Италии  работающими сутками с заражёнными ,1
24956,Все страны через это прошли  и мы пройдем  только вот то  сколько будет зараженных  по идее только от нас и зависит,1
24957,Ну вирусы  по сути   внеклеточная форма жизни  которая постоянно мутирует  чтобы существовать  И важно  чтобы наши ученые могли быстро на это реагировать  Сейчас уже тестируют вакцину от короны  так что вполне себе вероятно  что скоро зараза отступит ,1
24958,Уверен  что спустя время  границы откроют  Но  мир прежнем уже не будет и многое мы уже не узнаем ,1
24959,Как они уже достали     ,1
24960,какого фараона он имел в виду  ,0
24961,США сейчас нужны аппараты ИВЛ в огромных количествах  Более     тысяч зараженных коронавирусом  не шутки и на спад дело не идет  А тут двигатели    Трамп даже объявил режим ЧС в штатах ,1
24962,Дай бог здоровья всем,0
24963,На самоизоляции можно найти множество развлечений и провести время с пользой  а не просто сидеть и ныть,1
24964,  марта  Россия выходит из сделки с ОПЕК  так как не желает сокращать добычу нефти более  чем на     млн  баррелей в день     апреля  Россия готова сократить добычу на     млн  баррелей в день   Так выглядит любая геополитическая победа Путина ,0
24965,Легче всего вирус переносят те  кто им не болеет  В этом плане интровертам  привыкшим сидеть дома  проще всего  На улицу не тянет ,1
24966,После того как крупные интернет компании наши акцию МыВместе намутили   сидеть дома самое оно  И сериалы бесплатные и за едой вместо тебя сгоняют ,1
24967,Не навязчиво и каждый день  война сталинграт т    и т д,0
24968,Лучше эпидемия коронавирусных наказаний  чем пандемия самого коронавируса  логично же ,1
24969,О  мне такую на палец цепляли   перед тем как в аптеку пустить   ,0
24970,А как же   можем повторить  ,0
24971,Это они ещё первый канал не видели ,0
24972,А то  что отправили домой и зарплату не платят и вообще никакой помощи не оказывают        ,0
24973,Ох  поскорее бы уже эти вакцины начальник людям применять  Тогда пандемия отступит гораздо быстрее  чем прогнозирую ,1
24974,Кто то еще хочет выступить в их защиту ,1
24975,Ну и мордочка у неё    Прямо так  умоляющая о кирпиче   ,0
24976,Не все люди сходят с ума  пытаясь запастись на всю жизнь  Вспышка коронавируса затихнет к лету  Что будут делать с залежами продуктов ,1
24977,Да неужели  Только сейчас осенило  что санкции против России только штатам на руку  но никак не европейским странам ,1
24978,Сидит Путин в кремле или думает о тебе в мухосранске как ты там,0
24979,ну  может быть у него были уважительные причины  как будто вы никогда не задерживаетесь,1
24980,Кому что  Есть и такие  которые специально не разбираются и травят байки про зараженных вирусом друзей  Далеко ходить не надо   Ушаков от липецкого кпрф на этом тёпленьким поймали  Таких надо в Магадан переселять за разведение паники   ,1
24981,Истории у всех разные  но это не отменяет ответственности за распространение заразы и нежелание изолироваться  Сейчас вводится уголовная ответственность за такие действия ,1
24982,Главкомнебосводу требуется награда    Все на голосование за награду    https   vk com club          w wall              ,0
24983,Вот это бизнесмены  А вы говорите  что загибается все у нас  Тут уже ООО  КоронаПропуск  открывается ,1
24984,Опять панические настроение  а тем временем конкретно у нас даже статус эпидемии не присвоен  потому что заболевших не    населения  а              Может  здесь тоже есть свой Муратов  как в Новой Газете  Ему   миллиона  а он публикует любой материал заказчика  независимо от объективности   ,1
24985,Но мы то еще по сериалу Паранормальный Веллингтон знаем  какая у них крутая полиция  ,0
24986,Качели  туда  сюда  обратно    В    м такая же фигня была  только сейчас для России все это выгодней на фоне того  что из ОПЕК РФ вышла и штаты теперь в шоке   ,1
24987,Это результат превентивных мер по профилактике этого вируса  В России куда более серьезнее отнеслись  поэтому так мало зараженных ,1
24988,Че блR  Дождю сидеть дома  Нех шлятся где попало  Пупкин сказал ,0
24989,Лишь бы не стало ещё больше зараженных         ,1
24990,Столько  экспертов  развелось  которые то и делают  что страшилками о гибнущей экономике пугают ,1
24991,Мозг человека так устроен  что напридумает себе проблемы  Нужно просто не паниковать и разумно принять ситуацию,1
24992,Правильно  нужно очень хорошо думать про внешнюю политику и военное укрепление страны  Ведь какой бы классной страна не была внутри  всегда есть риск нападения других стран  Лучше со всеми дружить и земли при этом не раздавать  Поэтому стоит это включить в поправки,1
24993,ну я хз насчет Кинга  вроде не плохо пишет  но не затягивает особо  пару книг я прочитал и мне хватило  Донцовой я прочитал книг    прежде чем мне надоела она ,0
24994,Странно лидер оказывает заботу к своему народу  Нет  чтобы все меры предпринимать и вести медицину к решению проблем или вводить карантин  Он вместо этого готовит народ к смерти  а если число будет выше   то скажет  что ошибся,1
24995,А в штате Новый Орлеан вообще на нет свели эту сферу похоже  умерших от короны просто перестали принимать в морги  места элементарно закончились  Вот это называется провал ,1
24996,Судить его и в тюрьму за экстремизм и терроризм лет на двадцать  чтобы и другим было неповадно за халифат воевать ,1
24997,Думаю  это провал Трампа и с именно этой его кровавой ошибки начнется его уже реальный импичмент,1
24998,ЕСТЬ СТАЛИНСКАЯ КОНСТИТУЦИЯ  ГОЛОСОВАТЬ ЗА НЫНЕШНЮЮ ЕВРЕЙСКУЮ ДУРИЛКУ ПОД НАЗВАНИЕМ  КОНСТИТУЦИЯ  ЭТО ЛЕГАЛИЗОВАТЬ ПРЕСТУПНЫЙ ЕВРЕЙСКИЙ КАГАНАТ путина  Есть РЕЗУЛЬТАТ РЕФЕРЕНДУМА О СОХРАНЕНИИ СССР  ГДЕ ПРОГОЛОСОВАЛО ЗА       а это значит руководствоваться СТАЛИНСКОЙ КОНСТИТУЦИЕЙ   ,0
24999,Бесплатно надо медикам раздать ,1
25000,С саудитами шутки плохи    Сечин наверное рад  что пару лет стране предстоит жить ещё тяжелее  А могли бы сократить добычу ,0
25001,Ну и слава богу  что начали работать  Сейчас многие производства вынуждены уйти на карантин  а тут у людей есть возможность работать  ,1
25002,Что и следовало доказать  цены как упали  так и поднимутся обратно  Не стоит тратить силы на бессмысленные нервы по этой теме ,1
25003,Чувак был админом  Зопостил непроверенный вброс  И удивляется  а что такое я сделал  Почему фейк ,1
25004,И правильно это хорошие меры нужные а то они сидят дома и могут не очень качественно делать свою работу ,1
25005,Все верно  Пик к концу апреля придет  Сейчас  во первых  тестов стали делать еще больше  во вторых   у многих инкубационный закончился  Так что к концу апреля будет понятна примерно дальнейшая динамика  Будьте ответственнее  от нас всех сейчас зависит   как долго мы будем во всем этом вариться  ,1
25006,ПЕРЕГОВОРЫ   А у нас в квартире газ  а у вас   А у нас водопровод  вот ,1
25007,Всё как обычно на России   Ничего не работает  сервисы  висят   Классика    ,0
25008,Логично  иначе никаких мощностей медучреждений может не хватить  а так можно помочь большему количеству больных из группы риска  допустим ,1
25009,Сейчас все будут фигачить как не в себя  поэтому даже не удивляюсь  что мошенники активизировались ,1
25010, более полицейским государством  але  политологи  тут коронавирус на пороге  вы там поехали совсем ,1
25011,Ну так логично  можно уж неделю другую воздержаться от покупки техники   ,1
25012,Все таки Китай большие молодцы  За   месяца победить вирус   можно назвать достижением  Да  жестко конечно  Ролики  когда ловили людей то ли сачками  то ли чем  и дезинфецировали   выглядят дико ,1
25013,Для кого то не очень приятная новость       ,0
25014,Что то он мне бандита больше напоминает  чем Премьера    ,0
25015,Ему помирать пора  а он в президенты рвется,1
25016,Чета с пиком они загрубили  мож через два месяца подойдёт   а пока только маховичек потихонечку раскручивается    Так что поменьше движений побольше мучного   ,0
25017,живите по достатку  не кормите ростовщиков и проблем не будет  ,0
25018,Во всяком случае  меры применили знатные  Я не припомню когда у меня в подъезде ходили люди со специальными прыскалками   а на днях видел  Хотя от нас тоже зависит многое  чем спокойнее воспримем самоизоляцию  а это сейчас важно  тем будет лучше для каждого ,1
25019,Представляю  сколько сейчас направлений на контроле властей  и ничего нельзя упустить  Поэтому так важна обратная связь и если что то где то надо усовершенствовать  об этом нужно сразу говорить  Тогда и будет решение ,1
25020,Отслужите в армии и на гражданке вам жизнь раем покажется,0
25021,у меня прям давление подскочило,1
25022,       рублей это очень дорого для большинства  людей  В пределах     т р  нормально ,0
25023,Все меняется когда приходят они,1
25024,ну надо пополнять золотой запас,0
25025,Никто не от чего не застрахован  Берегите себя  тем более сейчас в наших силах сделать так  чтоб эта зараза не распространялась,1
25026,Крупным производителям проще выжить  продавая свою продукцию через интернет  Малому и среднему бизнесу без поддержки государства не обойтись  Президент поэтому и предложил оказать им безвозмездную помощь  ,1
25027,Запретить продажи на время изоляции  чтобы не спивались  ,1
25028,У кого то после такого еще есть желание выйти по парку погулять   Дома бывает конечно утомительно  но сейчас каждый прохожий кажется потенциальным переносчиком  поэтому мой дом  моя крепость ,1
25029,Этат страшный зверь по имени Роспотребнадзор    ,0
25030,А где гулять с собакой если живешь на Патриарших ,0
25031,Батюшки  одни боты отписались ,0
25032,его даже на короновирус не проверили  Так что вокруг     летних больных инфарктами шумиху устраивают ,0
25033,Их там нет  они уволились   недели назад,0
25034,wow  ну теперь уж точно заживём ,0
25035,К концу мая в России по статистике вирус уже должен быть побежден  Хотелось бы верить  что в Июле  можно будет вернуться к обычной жизни ,0
25036,    р на питание       на проезд       коммунала  одеженка на ум пошла  и все время работа  вот он советский средний класс,0
